,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
10,7.606288,-35.630524,10.708741,-0.8608942,-5.364799,-1.1565027,16.205519,-3.0457172,1.3381352,-2.7993631,18.020939,-6.7724924,-6.1571083,-1.0318404,-3.241649,0.27270943,-0.5728636,0.29227552,0.8991369,0.00883188,-0.35919386,-0.08268233,-0.01079832,0.10911162,0.11433129,-0.11482005,-0.010954188,-0.10447747,0.2104469,0.081159875,-0.034923725,0.041851543,-0.03647217
11,-3.457837,-6.5392675,6.8481436,-3.5724864,1.7711844,5.8507423,3.9691043,8.151521,2.419887,12.956148,-6.7724924,23.005596,-2.596534,-2.5423865,2.3160982,-0.0356698,1.1437497,0.23933418,2.3042374,-0.4507505,0.18644014,-0.06572309,0.3025558,-0.33160228,-0.34009972,0.25345206,-0.12206211,0.07727721,-0.06795463,0.37201804,0.10806043,-0.1440542,-0.14708005
12,7.0727587,-4.19378,13.0592985,-2.9749448,-1.1441925,-1.9784539,11.640463,1.0646974,3.0772936,11.236591,-6.1571083,-2.596534,19.667377,-1.3765552,-2.5335534,0.017656252,-0.08932707,0.16230455,1.3937224,-0.1317344,-0.06673403,-0.101261675,0.015622129,-0.0046176277,-0.026426481,-0.007307062,0.018321713,-0.012082263,0.14112964,0.15913938,0.0020517856,0.0788356,-0.062360436
13,6.1388497,5.951091,-3.1464634,-1.794772,0.06193708,-3.750914,-0.34283203,-2.969083,-0.0457195,-0.3809411,-1.0318404,-2.5423865,-1.3765552,14.795874,1.9562144,-1.1763163,0.19967057,-0.38742465,-0.111942574,-0.4095541,0.09201588,0.16874915,-0.16479722,0.17160593,0.058667846,-0.10453833,-0.14457071,0.13636354,-0.0046999278,0.073591225,-0.12741405,-0.07780539,0.15439717
14,-1.9560785,0.671412,-11.061996,-9.352347,8.156735,2.924329,6.09092,8.441018,-5.874608,5.7806153,-3.241649,2.3160982,-2.5335534,1.9562144,14.648186,-0.4583398,3.6852112,-0.5650399,0.20101082,-0.49555403,1.4492338,0.12879117,0.50135815,-0.9344809,-1.055205,0.82483155,-0.19810624,0.44745636,-0.8062905,0.22300121,0.25613093,-0.46330678,-0.1065336
15,0.4316443,-2.0188928,0.8063055,0.7350103,-0.5944404,0.20758219,-0.08327223,-0.18625446,0.1026537,0.51018655,0.27270943,-0.0356698,0.017656252,-1.1763163,-0.4583398,0.092791304,-0.051318094,0.05054927,0.13569105,0.0155063635,-0.033939146,-0.019029003,0.014153553,-0.0050252927,0.0013142228,0.00086130854,0.008210555,-0.014887354,0.01858623,0.0101169795,0.006496205,0.009562344,-0.015365515
16,-1.070675,0.22061273,-2.959206,-2.2074873,2.81194,0.7670161,2.1007051,2.0767946,-1.3543651,1.4322357,-0.5728636,1.1437497,-0.08932707,0.19967057,3.6852112,-0.051318094,0.8650206,-0.13744977,-0.1435472,-0.06623871,0.3576969,0.028724547,0.11668392,-0.22913304,-0.24652973,0.1983832,-0.033877008,0.09765456,-0.20715389,0.021601181,0.068652555,-0.106988154,-0.025839873
17,0.16936183,-0.71356,0.8447504,0.44804928,-0.49816802,-0.12409826,0.011567431,-0.14774536,0.1870332,-0.014379472,0.29227552,0.23933418,0.16230455,-0.38742465,-0.5650399,0.05054927,-0.13744977,0.03414494,0.0024380237,0.02963785,-0.05529861,-0.010364593,-0.012996327,0.028023323,0.036467575,-0.02711958,0.01124767,-0.021030266,0.029871844,-0.009672726,-0.005152667,0.018768169,-0.0012057277
18,-1.1837752,0.2628329,1.3205879,-0.09550288,0.88670367,-0.6319679,1.7767961,0.658955,-0.35377708,-0.1769642,0.8991369,2.3042374,1.3937224,-0.111942574,0.20101082,0.13569105,-0.1435472,0.0024380237,-0.5525457,0.15300243,-0.004149139,-0.0056631854,-0.0311969,0.017401949,0.05150839,-0.028406508,0.041285273,-0.037682943,-0.015242323,-0.09568764,0.009365821,0.024553657,0.0066093206
19,0.45360148,-0.834636,0.3877899,0.41141838,-0.6150408,0.08485668,-0.3649397,-0.29389563,0.22856107,0.12825091,0.00883188,-0.4507505,-0.1317344,-0.4095541,-0.49555403,0.0155063635,-0.06623871,0.02963785,0.15300243,-0.014087638,-0.04120218,-0.008564519,0.00067645404,0.013951134,0.012372319,-0.011240459,-0.0009823167,-0.0073840967,0.0264173,0.017678702,-0.0047347527,0.008222139,-0.0046670777
